72 Trần Phú, Thị trấn Đak Đoa, Huyện Đak Đoa, Tỉnh Gia Lai
33 Nguyễn Viết Xuân - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
Tổ 11 - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
47 Tô Vĩnh Diện - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
69 Nguyễn Tất Thành, tổ 6 - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
07-09 Trần Phú, Tổ 1 - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
18 Nguyễn Thái Học - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
Thôn Hàm Rồng - Xã Chư HDrông - Thành phố  Pleiku - Gia Lai
Đường Lê Đình Chinh, Tổ 11 - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Khu dốc đỏ - Xã Phú Cần - Huyện Krông Pa - Gia Lai
170 Hùng Vương - Thị trấn Ia Kha - Huyện Ia Grai - Gia Lai
64 Hùng Vương - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
Số nhà 307 đường Nguyễn Viết Xuân - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
78 Hai Bà Trưng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Tổ 1 - Thị trấn Kông Chro - Huyện Kông Chro - Gia Lai
21 Ngô Mây - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
71 A Hai Bà Trưng, tổ 4 - Phường Tây Sơn - Thị xã An Khê - Gia Lai
941 Trường Chinh - Thành phố  Pleiku - Gia Lai
Thôn 4 - Xã H- Neng - Huyện Đak Đoa - Gia Lai
Thôn 9 - Xã Nghĩa Hưng - Huyện Chư Păh - Gia Lai
06 Nguyễn Thái Học - Phường Đoàn Kết - Thị xã Ayun Pa - Gia Lai
114 Trường Chinh - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
2/1 Hai Bà Trưng, tổ 3 - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
7/15 Lương thạnh - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
04 Nguyễn Huệ - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Thôn Chư Bồ 1 - Xã Ia Kla - Huyện Đức Cơ - Gia Lai
34A Yên Đỗ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
30 Đường Nguyễn Nhạc - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
919 Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
64 Tôn Thất Thuyết - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
19A Mạc Đỉnh Chi - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
18 Lê Lai - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
Groi - Xã Kon Thụp - Huyện Mang Yang - Gia Lai
Thôn Đoàn Kết - Huyện Chư Prông - Gia Lai
394/6 đường Nguyễn Viết Xuân - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
Thôn 4 - Huyện Chư Prông - Gia Lai
- Huyện Chư Păh - Gia Lai
65 Yên Đỗ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Hẽm 29 Đồng tiến, Tổ 4 - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
Tổ 10 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
01 Hoàng Quốc Việt - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
159 Đinh Tiên Hoàng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Tổ dân phố 21 - Huyện Phú Thiện - Gia Lai
948 Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
xã iaVê - Huyện Chư Prông - Gia Lai
609 Lê Duẩn - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
45 Phan Bội Châu - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
97 Đinh Tiên Hoàng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Thôn Hà Lòng - Xã K- Dang - Huyện Đak Đoa - Gia Lai
80 Đinh Tiên Hoàng - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
253/16 Hẻm Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
09 Hoàng Văn Thái - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Thị trấn kông chro - Huyện Kông Chro - Gia Lai
02-04 Bà Huyện Thanh Quan - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
294 Lý Thường Kiệt - Xã Trà Đa - Thành phố  Pleiku - Gia Lai
Làng KLót - Xã Kon Gang - Huyện Đak Đoa - Gia Lai
449 Hùng Vương - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
67 Tăng Bạt Hổ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Làng Khớp - Xã Ia Tô - Huyện Ia Grai - Gia Lai
Thôn Lập Thành - Xã Ia Yok - Huyện Ia Grai - Gia Lai
thôn Hợp Nhất - Xã Ia Bă - Huyện Ia Grai - Gia Lai
thôn 1 - Xã Ia Pal - Huyện Chư Sê - Gia Lai
153 Lê Hồng Phong - Phường Đoàn Kết - Thị xã Ayun Pa - Gia Lai
Số nhà 18 Lê Lai - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
388 Phạm Văn Đồng - Phường Đống Đa - Thành phố  Pleiku - Gia Lai
đường Trường Chinh, tổ 3 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
Xã IaO - Huyện Chư Prông - Gia Lai
03 Trần Hưng Đạo - Thành phố  Pleiku - Gia Lai
151 hùng vương - Huyện Chư Prông - Gia Lai
20 Trần Phú (mở rộng) - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
109 Hai Bà Trưng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
740 Trường Chinh - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
30 Trần Phú - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
99 Nguyển Văn Cừ - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
437 Lê Thánh Tôn - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
Xã Ia Ka - Huyện Chư Păh - Gia Lai
Xã Ia Mơ Nông - Huyện Chư Păh - Gia Lai
- Huyện Chư Păh - Gia Lai
- Huyện Chư Păh - Gia Lai
- Huyện Chư Păh - Gia Lai
- Huyện Chư Păh - Gia Lai
- Huyện Chư Păh - Gia Lai
- Huyện Chư Păh - Gia Lai
- Huyện Chư Păh - Gia Lai
- Huyện Chư Păh - Gia Lai
- Huyện Chư Păh - Gia Lai
Làng Buk Ngol - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
Tổ dân phố 1 - Thị trấn Chư Prông - Huyện Chư Prông - Gia Lai
12 Lý Tự Trọng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
64 Võ Trung Thành - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
195 Hai Bà Trưng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Đường Nguyễn Chí Thanh, tổ 5 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
thôn 4 - Xã H- Neng - Huyện Đak Đoa - Gia Lai
Đường Phạm Văn Đồng, tổ 8 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
01A Trần Bội Cơ - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
05 B Phan Đình Phùng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
39 Tôn Thất Thuyết - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
45 Cao Bá Quát - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
45 Trần Quang Khải - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
308/52 Trường Chinh - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
583 Quang Trung - Phường Tây Sơn - Thị xã An Khê - Gia Lai
Tầng trệt, Lầu 1 Coop Mart, 21 Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Số nhà 52 Phù Đổng - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
92 Nguyễn Văn Cừ - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Hẻm 205 Lê Đại Hành - Phường Đống Đa - Thành phố  Pleiku - Gia Lai
Thôn 2 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
254 Trường Chinh - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Quang Trung - Thị trấn KBang - Huyện Kbang - Gia Lai
24 Wừu - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
217 Quang Trung - Thị trấn Chư Ty - Huyện Đức Cơ - Gia Lai
548 Lê Duẩn - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
146 Trần Phú - Thành phố  Pleiku - Gia Lai
Thôn 4 - Xã Ia KRai - Huyện Ia Grai - Gia Lai
26 Trần Phú - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
307C Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
13 Bùi Hữu Nghĩa - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
Số nhà 5/1 Đồng Tiến - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
357 Hai Bà Trưng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
39 Hàn Mặc Tử - Thành phố  Pleiku - Gia Lai
98 Lê Duẩn - Thành phố  Pleiku - Gia Lai
202 Lê Duẩn - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Thôn Phú Danh - Xã Hà Ra - Huyện Mang Yang - Gia Lai
đường tỉnh lộ 664 - Xã Ia Dêr - Huyện Ia Grai - Gia Lai
Thôn Đồng Tâm - Xã Bàu Cạn - Huyện Chư Prông - Gia Lai
Thôn An Thượng - Xã Song An - Thị xã An Khê - Gia Lai
77 B Huỳnh Thúc Kháng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
28 Tôn Thất Tùng - Thành phố  Pleiku - Gia Lai
99 Lê Đại Hành - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
đường Nguyễn Huệ, tổ 01 - Thị trấn Kông Chro - Huyện Kông Chro - Gia Lai
349 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Khu thương mại Cửa khẩu Quốc tế Lệ Thanh - Xã Ia Dom - Huyện Đức Cơ - Gia Lai
21 Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Thị Trấn Phú Hoà - Huyện Chư Păh - Gia Lai
19 Nguyễn Trãi - Thị trấn Chư Prông - Huyện Chư Prông - Gia Lai
13/1 Quang Trung - Phường An Tân - Thị xã An Khê - Gia Lai
410 Phạm Văn Đồng - Thành phố  Pleiku - Gia Lai
Thôn 1 - Xã Nghĩa Hòa - Huyện Chư Păh - Gia Lai
773 Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
90/7 Lê Thánh Tôn - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
809 Quang Trung - Phường An Bình - Thị xã An Khê - Gia Lai
Tổ 8 Hẻm Trường Chinh - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
113 Hoàng Hoa Thám - Phường Tây Sơn - Thị xã An Khê - Gia Lai
14 Đỗ Trạc - Phường An Phú - Thị xã An Khê - Gia Lai
215 Wừu - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
18 Trần Quang Khải - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
524 đường Trường Chinh - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
186A Trường Chinh - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Tổ 2 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
Xóm 2 - Đức Tân - Xã Ia Sao - Huyện Ia Grai - Gia Lai
701 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Thôn 1 - Xã Thăng Hưng - Huyện Chư Prông - Gia Lai
Đường Nguyễn Văn Linh, tổ 9 - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
02 Lê Lai - Thành phố  Pleiku - Gia Lai
105 Lý Thái Tổ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
412 Quang Trung - Phường An Phú - Thị xã An Khê - Gia Lai
370 Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
129 Phạm Văn Đồng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
543 Trường Chinh - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
Thôn 01 - xã Lơ Ku - Huyện Kbang - Gia Lai
Thôn Tứ Kỳ - Xã AL Bá - Huyện Chư Sê - Gia Lai
319 Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
216 Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Giao nhau giữa Nguyễn Viết Xuân và Trần  Hưng Đạo - Phường Hoà Bình - Thị xã Ayun Pa - Gia Lai
29 Phan Đình Phùng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
152 Trường Chinh - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
57 Nguyễn Tất Thành - Thành phố  Pleiku - Gia Lai
496 Quang Trung, tổ 6 - Thị trấn Chư Ty - Huyện Đức Cơ - Gia Lai
40 Lê Lai - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
24 Hàm Nghi - Xã Chư á - Thành phố  Pleiku - Gia Lai
664 Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
94 E Hẻm Phan Đình Phùng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
99 Yên Đỗ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
325 Trần Hưng Đạo - Thị trấn Kon Dơng - Huyện Mang Yang - Gia Lai
Thôn Hòa Tín - Thị trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
150 Nguyễn Viết Xuân - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
152 Phan Đi�nh Gio�t - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
184B Phan Đình Phùng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
925 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Làng Chuet 1 - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
Thôn Châu Giang - Xã Kon Gang - Huyện Đak Đoa - Gia Lai
38 đường Nguyễn Thái Học - Phường Đoàn Kết - Thị xã Ayun Pa - Gia Lai
94/24/49 Nguyễn Chí Thanh, tổ 4 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
228 Đường Hùng Vương - Huyện Krông Pa - Gia Lai
578 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
560 Quang Trung - Phường Tây Sơn - Thị xã An Khê - Gia Lai
94 Phan Đình Phùng - Thành phố  Pleiku - Gia Lai
Tổ 1, đường Lê Quý Đôn - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
19 Nguyễn Văn Trỗi - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
561 Trần Hưng Đạo - Thị xã Ayun Pa - Gia Lai
108 Lê Thánh Tôn - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
Thôn Tachao - Xã Ia Hrú - Huyện Chư Pưh - Gia Lai
65 Bùi Thị Xuân - Phường An Phú - Thị xã An Khê - Gia Lai
15 Trường Chinh - Thành phố  Pleiku - Gia Lai
Đường Nguyễn Văn Linh - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
Lô 98, tổ 17 - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Tổ 16 - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Đường Ngô Gia Khảm, tổ 4 - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Khối phố 5 - Thị trấn Ia Kha - Huyện Ia Grai - Gia Lai
Thôn Hòa Bình - Xã Bàu Cạn - Huyện Chư Prông - Gia Lai
70 Hu�ng Vương - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
157 Phạm Văn Đồng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
90 Hai Ba� Trưng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Thôn 4 - Xã Diên Phú - Thành phố  Pleiku - Gia Lai
90 Trâ�n Phu� - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Đ. Lê Thánh Tông - Tổ 17 - Thị trấn KBang - Huyện Kbang - Gia Lai
Tổ 2 - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
Tổ 9 - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
Tổ 12 - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
14/6 Lý Nam Đế, Tổ 11 - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
208 Hùng vương-Thị trấn - Huyện Chư Prông - Gia Lai
422 Lê Duẩn - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
Lô 44, Khu quy hoạch Cầu Sắt - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Thôn Thắng Lợi 2 - Xã Ia Sol - Huyện Phú Thiện - Gia Lai
Thôn 3 - Xã Ia Pal - Huyện Chư Sê - Gia Lai
42 Lê Lai - Thị trấn Kông Chro - Huyện Kông Chro - Gia Lai
110 Duy Tân - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
89 Phù Đổng - Thành phố  Pleiku - Gia Lai
Số 7A đường Quang Trung - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
127 Trần Phú - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Tổ 6 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
130 Quyê�t Tiê�n - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
Hoàng Văn Thụ - Thị trấn Phú Hòa - Huyện Chư Păh - Gia Lai
58/19 Lạc Long Quân - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
77 Đinh Tiên Hoàng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Tổ 2 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
Thôn 2 - Xã Ia Lâu - Huyện Chư Prông - Gia Lai
Tổ 10, đường Nguyễn Viết Xuân - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
114 Trường Chinh - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
449 Nguyễn Huệ - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Đươ�ng Bê� Văn Đa�n, Tô� 2 - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
26-28 Phan Đình Giót - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Thôn Chư Đông - Xã Chư Gu - Huyện Krông Pa - Gia Lai
1035 Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
Thôn 1 - Xã Thành An - Thị xã An Khê - Gia Lai
110 Hùng Vương - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
Khu TĐC, đường Phù Đổng - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
70 Tôn Thất Tùng - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
42/338 hẻm Trường Chinh, tổ 2 - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
275 Trường Chinh - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Thôn Ia Lâm - Xã Ia Ly - Huyện Chư Păh - Gia Lai
Đường Kpă Klơng, tổ dân phố 2 - Thị trấn Chư Ty - Huyện Đức Cơ - Gia Lai
35/28 Nguyễn Hữu Huân - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
609 Lê Duẩn - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
330 Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
536 Hùng Vương - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
15 Trường Chinh - Thành phố  Pleiku - Gia Lai
117 Lê Đại Hành - Thành phố  Pleiku - Gia Lai
194 Lê Thánh Tôn - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
34/2/25 Huyền Trân Công Chúa - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
83 Nay Der - Huyện Krông Pa - Gia Lai
993 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
88 Nguyễn Thiếp - Phường Tây Sơn - Thị xã An Khê - Gia Lai
Tổ 3 - Thành phố  Pleiku - Gia Lai
147 Phạm Văn Đồng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
67 Hoàng Văn Thụ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Tổ 6 đường Tuệ Tĩnh - Thành phố  Pleiku - Gia Lai
Thôn xóm mới - Huyện Krông Pa - Gia Lai
đường Lê Lợi, Thôn 5 - Huyện Đak Đoa - Gia Lai
09 Ngô Quyền, Thôn 1 - Thành phố  Pleiku - Gia Lai
47 Trần Phú - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
B15 - Huyện Ia Grai - Gia Lai
Thôn Hòa Bình - Huyện Chư Pưh - Gia Lai
337 Hùng Vương - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
494B Hẻm Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
275 Lê Đại Hành - Thành phố  Pleiku - Gia Lai
47 Nguyễn Trãi - Thành phố  Pleiku - Gia Lai
Hẻm Đặng Trần Côn, tổ 3 - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Thị trấn Kon Dơng - Huyện Mang Yang - Gia Lai
Thôn Kim Năng 1 - Huyện IaPa - Gia Lai
Lô số 24, Khu B3, Đường tuyến III - Huyện Đức Cơ - Gia Lai
242/2/5 Hùng Vương - KP8 - Huyện Krông Pa - Gia Lai
IaPiơr - Huyện Chư Prông - Gia Lai
8/2 Lý Tự Trọng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
151 đường Wừu - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
28 Nguyễn Văn Trỗi - Thành phố  Pleiku - Gia Lai
18/16 Tuệ Tĩnh - Thành phố  Pleiku - Gia Lai
Số 04, hẻm 01, Nguyễn Thiếp, tổ 10 - Thành phố  Pleiku - Gia Lai
Hẻm 23 Võ Duy Dương - Thành phố  Pleiku - Gia Lai
Thôn Linh Nham - Huyện Mang Yang - Gia Lai
Đường Cao Bá Quát, Khối phố 4 - Thị trấn Ia Kha - Huyện Ia Grai - Gia Lai
Thôn 1 - Xã Ia Pal - Huyện Chư Sê - Gia Lai
85 Wừu - Thành phố  Pleiku - Gia Lai
203 Hùng Vương - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
102 Trần Phú - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
đường Siu Bleh - Huyện Đức Cơ - Gia Lai
655 Quang Trung - Thị xã An Khê - Gia Lai
4A Hùng Vương - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
284 Trường Chinh - Thành phố  Pleiku - Gia Lai
39 Nguyễn Văn Trỗi, tổ 7 - Thị xã An Khê - Gia Lai
29/8A Tô Vĩnh Diện - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
367 Lê Thánh Tôn - Thành phố  Pleiku - Gia Lai
565 Quang Trung - Huyện Đức Cơ - Gia Lai
23 Phan đình Phùng - Thành phố  Pleiku - Gia Lai
Thôn 1 - Xã Chư á - Thành phố  Pleiku - Gia Lai
42 Nguyễn Tất Thành - Thành phố  Pleiku - Gia Lai
133 Tôn Thất Thuyết - Thành phố  Pleiku - Gia Lai
106 Phù Đổng - Thành phố  Pleiku - Gia Lai
Tổ 02 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
Tầng 2, số nhà 45 Hai Bà Trưng - Thành phố  Pleiku - Gia Lai
08 L� Lai - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
Thôn 7 - Xã Ia Blang - Huyện Chư Sê - Gia Lai
iapiơr - Huyện Chư Prông - Gia Lai
Thôn Đồng Tâm - Xã Bàu Cạn - Huyện Chư Prông - Gia Lai
116 Lê Duẩn - Thành phố  Pleiku - Gia Lai
504 Hùng Vương - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
15 Trần Khánh Dư - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
648 Quang Trung - Thị xã An Khê - Gia Lai
762C Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
52 Tô Vĩnh Diện - Thành phố  Pleiku - Gia Lai
Làng ó - Huyện Đức Cơ - Gia Lai
8/7 Hoàng Văn Thụ - Thành phố  Pleiku - Gia Lai
140 Sư Vạn Hạnh - Thành phố  Pleiku - Gia Lai
20 Phạm Văn Đồng - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
74 Đ.Trần Hưng Đạo - TT Kbang - Huyện Kbang - Gia Lai
Xã IaLâu - Huyện Chư Prông - Gia Lai
10 Nơ Trang Long - Thành phố  Pleiku - Gia Lai
